stage,dataset_id_acc_start,dataset_id_acc_end,dataset_id_chance,offdiag_cka_mean,offdiag_whitened_cka_mean,offdiag_knn_refcluster_top1_mean
baseline_universal,0.9981252926940631,0.9981252926940631,0.1666666666666666,0.009342179769620533,0.06442234694492342,0.3255208333333333
audited_universal,0.33984375,0.0234375,0.1666666666666666,0.01324023703840395,0.06364179956485873,0.3404947916666667
