encoder_seed,encoder_run,seed,true_dataset,predicted_dataset,count,source,feature_set,shuffled_label_control
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2031,physionet_grabmyo,physionet_grabmyo,2337,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2031,physionet_grabmyo,physionet_hyser,0,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2031,physionet_hyser,ninapro_db10_meganepro,0,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2031,physionet_hyser,physionet_grabmyo,0,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2031,physionet_hyser,physionet_hyser,2301,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2031,ninapro_db10_meganepro,ninapro_db10_meganepro,817,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2031,ninapro_db10_meganepro,physionet_grabmyo,597,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2031,ninapro_db10_meganepro,physionet_hyser,897,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2031,physionet_grabmyo,ninapro_db10_meganepro,844,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2031,physionet_grabmyo,physionet_grabmyo,649,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2031,physionet_grabmyo,physionet_hyser,844,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2031,physionet_hyser,ninapro_db10_meganepro,838,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2031,physionet_hyser,physionet_grabmyo,785,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2031,physionet_hyser,physionet_hyser,678,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2032,ninapro_db10_meganepro,ninapro_db10_meganepro,2286,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2032,ninapro_db10_meganepro,physionet_grabmyo,2,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2032,ninapro_db10_meganepro,physionet_hyser,0,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2032,physionet_grabmyo,ninapro_db10_meganepro,0,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2032,physionet_grabmyo,physionet_grabmyo,2297,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2032,physionet_grabmyo,physionet_hyser,0,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2032,physionet_hyser,ninapro_db10_meganepro,0,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2032,physionet_hyser,physionet_grabmyo,0,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2032,physionet_hyser,physionet_hyser,2304,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2032,ninapro_db10_meganepro,ninapro_db10_meganepro,700,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2032,ninapro_db10_meganepro,physionet_grabmyo,760,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2032,ninapro_db10_meganepro,physionet_hyser,828,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2032,physionet_grabmyo,ninapro_db10_meganepro,823,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2032,physionet_grabmyo,physionet_grabmyo,778,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2032,physionet_grabmyo,physionet_hyser,696,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2032,physionet_hyser,ninapro_db10_meganepro,830,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2032,physionet_hyser,physionet_grabmyo,631,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2032,physionet_hyser,physionet_hyser,843,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2033,ninapro_db10_meganepro,ninapro_db10_meganepro,2289,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2033,ninapro_db10_meganepro,physionet_grabmyo,0,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2033,ninapro_db10_meganepro,physionet_hyser,0,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2033,physionet_grabmyo,ninapro_db10_meganepro,0,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2033,physionet_grabmyo,physionet_grabmyo,2327,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2033,physionet_grabmyo,physionet_hyser,0,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2033,physionet_hyser,ninapro_db10_meganepro,0,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2033,physionet_hyser,physionet_grabmyo,0,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2033,physionet_hyser,physionet_hyser,2310,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,False
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2033,ninapro_db10_meganepro,ninapro_db10_meganepro,711,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,2033,ninapro_db10_meganepro,physionet_grabmyo,539,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,pretrained_embedding,True
