encoder_seed,encoder_run,dataset,protocol,calibration_per_class,model,n_trials,n_units,acc_mean,macro_f1_mean,balanced_acc_mean,n_train_mean,n_test_mean,acc_ci95,macro_f1_ci95,balanced_acc_ci95
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_only,0,pretrained_encoder,430,86,0.1516856797642921,0.1432654556390797,0.1506160190153089,309.6744186046512,310.27906976744185,0.0038920883972485,0.0037149444210695,0.0038460947513769
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_only,0,raw_stats,430,86,0.1664975172178502,0.1529479833254639,0.1650493722913783,309.6744186046512,310.27906976744185,0.0036347180598752,0.0037120167772698,0.0035795268407043
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_only,0,raw_stats_plus_pretrained,430,86,0.1611791049185575,0.1531779830295971,0.1607591000083579,309.6744186046512,310.27906976744185,0.0046571076708166,0.0045297207476311,0.0046734916869489
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_only,0,scratch_encoder,430,86,0.1547694574592403,0.1469364240611204,0.1535296946903612,309.6744186046512,310.27906976744185,0.0037892230944258,0.0036365333135485,0.0036646361332643
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_plus_calibration,0,pretrained_encoder,430,86,0.1516856797642921,0.1432654556390797,0.1506160190153089,309.6744186046512,310.27906976744185,0.0038920883972485,0.0037149444210695,0.0038460947513769
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_plus_calibration,0,raw_stats,430,86,0.1664975172178502,0.1529479833254639,0.1650493722913783,309.6744186046512,310.27906976744185,0.0036347180598752,0.0037120167772698,0.0035795268407043
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_plus_calibration,0,raw_stats_plus_pretrained,430,86,0.1611791049185575,0.1531779830295971,0.1607591000083579,309.6744186046512,310.27906976744185,0.0046571076708166,0.0045297207476311,0.0046734916869489
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_plus_calibration,0,scratch_encoder,430,86,0.1547694574592403,0.1469364240611204,0.1535296946903612,309.6744186046512,310.27906976744185,0.0037892230944258,0.0036365333135485,0.0036646361332643
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_plus_calibration,1,pretrained_encoder,430,86,0.1669775523778064,0.1579718709959916,0.1652786820595949,326.6744186046512,262.51162790697674,0.0042489964996807,0.004033072014685,0.0043006250368574
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_plus_calibration,1,raw_stats,430,86,0.1845375375482839,0.1704047026136427,0.1836361932693832,326.6744186046512,262.51162790697674,0.003748214311932,0.0036324944657793,0.0036969363091065
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_plus_calibration,1,raw_stats_plus_pretrained,430,86,0.179343493064503,0.1709351667756107,0.178137782213974,326.6744186046512,262.51162790697674,0.004501819991596,0.00440576400106,0.0045568537127625
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_plus_calibration,1,scratch_encoder,430,86,0.1669151091424423,0.1581535872555874,0.1660992828360189,326.6744186046512,262.51162790697674,0.0043035340304399,0.0041450067967305,0.0042939962846667
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_plus_calibration,2,pretrained_encoder,430,86,0.1681669236844294,0.1590163687392149,0.1675109121962534,343.66511627906976,252.3046511627907,0.0043087094166012,0.0041214580440067,0.0043554288780335
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_plus_calibration,2,raw_stats,430,86,0.193315285892821,0.1779562647042935,0.1917410904265431,343.66511627906976,252.3046511627907,0.0040179286820824,0.0037528376510374,0.0039372927376701
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_plus_calibration,2,raw_stats_plus_pretrained,430,86,0.1843895267608303,0.1757845260094528,0.1841429645629084,343.66511627906976,252.3046511627907,0.0047492744037368,0.0046089510005824,0.0048221235934376
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_plus_calibration,2,scratch_encoder,430,86,0.1726807101311787,0.1634025613233506,0.1722090133332645,343.66511627906976,252.3046511627907,0.0043943943114651,0.0041967009979879,0.0044033562403785
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_plus_calibration,5,pretrained_encoder,430,86,0.1847455068280803,0.1737393162200161,0.1869194460084365,394.4139534883721,203.24883720930237,0.0045420779819573,0.0044616937371678,0.004851253952001
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_plus_calibration,5,raw_stats,430,86,0.2142105264063439,0.1945970697510462,0.2136107715039376,394.4139534883721,203.24883720930237,0.0042464650347684,0.0038652209344219,0.0042246999343733
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_plus_calibration,5,raw_stats_plus_pretrained,430,86,0.1991217670373327,0.1884429533511009,0.2014912310996267,394.4139534883721,203.24883720930237,0.0048498959845639,0.0046805757469498,0.0050055763074741
2026,journal_confirmatory_3domain_m_weakalign_steps2000_seed2026,physionet_grabmyo,source_plus_calibration,5,scratch_encoder,430,86,0.1896815475531984,0.1779030076655703,0.1914733021073584,394.4139534883721,203.24883720930237,0.0048107509348826,0.0046123595194759,0.0050795311823177
