run_label,seed,shuffled_label_control,dataset,true_fraction,predicted_fraction
encoder_seed_2026,2035,True,ninapro_db10_meganepro,0.1650086218331343,0.1123491179201485
encoder_seed_2026,2035,True,physionet_grabmyo,0.1721713755139939,0.167661493566786
encoder_seed_2026,2035,True,physionet_hyser,0.1712428704072158,0.2634301631516116
encoder_seed_2027,2026,False,emg2pose,0.1912832929782082,0.1606608745192992
encoder_seed_2027,2026,False,emg2qwerty,0.134453781512605,0.1618003133456772
encoder_seed_2027,2026,False,harmonic,0.1380145278450363,0.1380145278450363
encoder_seed_2027,2026,False,ninapro_db10_meganepro,0.1787494658880501,0.1786070360347529
encoder_seed_2027,2026,False,physionet_grabmyo,0.1787494658880501,0.1790343255946446
encoder_seed_2027,2026,False,physionet_hyser,0.1787494658880501,0.1818829226605896
encoder_seed_2027,2027,False,emg2pose,0.1808014911463187,0.1720143789109306
encoder_seed_2027,2027,False,emg2qwerty,0.1200905338836373,0.1280788177339901
encoder_seed_2027,2027,False,harmonic,0.1978431633604047,0.1979763014245772
encoder_seed_2027,2027,False,ninapro_db10_meganepro,0.1666888563440287,0.1666888563440287
encoder_seed_2027,2027,False,physionet_grabmyo,0.1676208227932366,0.1676208227932366
encoder_seed_2027,2027,False,physionet_hyser,0.1669551324723738,0.1676208227932366
encoder_seed_2027,2028,False,emg2pose,0.1799202127659574,0.1621010638297872
encoder_seed_2027,2028,False,emg2qwerty,0.119813829787234,0.1369680851063829
encoder_seed_2027,2028,False,harmonic,0.1976063829787234,0.1976063829787234
encoder_seed_2027,2028,False,ninapro_db10_meganepro,0.1682180851063829,0.1684840425531915
encoder_seed_2027,2028,False,physionet_grabmyo,0.1716755319148936,0.1716755319148936
encoder_seed_2027,2028,False,physionet_hyser,0.1627659574468085,0.1631648936170212
encoder_seed_2027,2029,False,emg2pose,0.1868935452116439,0.1781746589790465
encoder_seed_2027,2029,False,emg2qwerty,0.1268457319645619,0.1354239909998593
encoder_seed_2027,2029,False,harmonic,0.1511742370974546,0.1511742370974546
encoder_seed_2027,2029,False,ninapro_db10_meganepro,0.1788777949655463,0.1788777949655463
encoder_seed_2027,2029,False,physionet_grabmyo,0.180002812543946,0.180002812543946
encoder_seed_2027,2029,False,physionet_hyser,0.1762058782168471,0.1763465054141471
encoder_seed_2027,2030,False,emg2pose,0.170974690360797,0.1386645126548196
encoder_seed_2027,2030,False,emg2qwerty,0.1557619816908993,0.1869951534733441
encoder_seed_2027,2030,False,harmonic,0.1743403338718362,0.1746095853527194
encoder_seed_2027,2030,False,ninapro_db10_meganepro,0.165589660743134,0.165589660743134
encoder_seed_2027,2030,False,physionet_grabmyo,0.1715131933225632,0.1713785675821217
