run_label,seed,shuffled_label_control,true_dataset,pred_dataset,count,row_fraction
encoder_seed_2026,2033,False,ninapro_db10_meganepro,physionet_grabmyo,0,0.0
encoder_seed_2026,2033,False,ninapro_db10_meganepro,physionet_hyser,0,0.0
encoder_seed_2026,2033,False,physionet_grabmyo,emg2pose,0,0.0
encoder_seed_2026,2033,False,physionet_grabmyo,emg2qwerty,0,0.0
encoder_seed_2026,2033,False,physionet_grabmyo,harmonic,1,0.0007788161993769
encoder_seed_2026,2033,False,physionet_grabmyo,ninapro_db10_meganepro,0,0.0
encoder_seed_2026,2033,False,physionet_grabmyo,physionet_grabmyo,1283,0.9992211838006232
encoder_seed_2026,2033,False,physionet_grabmyo,physionet_hyser,0,0.0
encoder_seed_2026,2033,False,physionet_hyser,emg2pose,0,0.0
encoder_seed_2026,2033,False,physionet_hyser,emg2qwerty,0,0.0
encoder_seed_2026,2033,False,physionet_hyser,harmonic,0,0.0
encoder_seed_2026,2033,False,physionet_hyser,ninapro_db10_meganepro,0,0.0
encoder_seed_2026,2033,False,physionet_hyser,physionet_grabmyo,0,0.0
encoder_seed_2026,2033,False,physionet_hyser,physionet_hyser,1279,1.0
encoder_seed_2026,2034,False,emg2pose,emg2pose,1152,0.8335745296671491
encoder_seed_2026,2034,False,emg2pose,emg2qwerty,228,0.1649782923299566
encoder_seed_2026,2034,False,emg2pose,harmonic,0,0.0
encoder_seed_2026,2034,False,emg2pose,ninapro_db10_meganepro,0,0.0
encoder_seed_2026,2034,False,emg2pose,physionet_grabmyo,0,0.0
encoder_seed_2026,2034,False,emg2pose,physionet_hyser,2,0.0014471780028943
encoder_seed_2026,2034,False,emg2qwerty,emg2pose,133,0.1608222490931076
encoder_seed_2026,2034,False,emg2qwerty,emg2qwerty,692,0.8367593712212817
encoder_seed_2026,2034,False,emg2qwerty,harmonic,0,0.0
encoder_seed_2026,2034,False,emg2qwerty,ninapro_db10_meganepro,0,0.0
encoder_seed_2026,2034,False,emg2qwerty,physionet_grabmyo,0,0.0
encoder_seed_2026,2034,False,emg2qwerty,physionet_hyser,2,0.0024183796856106
encoder_seed_2026,2034,False,harmonic,emg2pose,0,0.0
encoder_seed_2026,2034,False,harmonic,emg2qwerty,0,0.0
encoder_seed_2026,2034,False,harmonic,harmonic,1268,1.0
encoder_seed_2026,2034,False,harmonic,ninapro_db10_meganepro,0,0.0
encoder_seed_2026,2034,False,harmonic,physionet_grabmyo,0,0.0
encoder_seed_2026,2034,False,harmonic,physionet_hyser,0,0.0
encoder_seed_2026,2034,False,ninapro_db10_meganepro,emg2pose,0,0.0
encoder_seed_2026,2034,False,ninapro_db10_meganepro,emg2qwerty,0,0.0
encoder_seed_2026,2034,False,ninapro_db10_meganepro,harmonic,0,0.0
encoder_seed_2026,2034,False,ninapro_db10_meganepro,ninapro_db10_meganepro,1251,1.0
encoder_seed_2026,2034,False,ninapro_db10_meganepro,physionet_grabmyo,0,0.0
encoder_seed_2026,2034,False,ninapro_db10_meganepro,physionet_hyser,0,0.0
encoder_seed_2026,2034,False,physionet_grabmyo,emg2pose,0,0.0
encoder_seed_2026,2034,False,physionet_grabmyo,emg2qwerty,0,0.0
encoder_seed_2026,2034,False,physionet_grabmyo,harmonic,0,0.0
encoder_seed_2026,2034,False,physionet_grabmyo,ninapro_db10_meganepro,0,0.0
encoder_seed_2026,2034,False,physionet_grabmyo,physionet_grabmyo,1266,1.0
encoder_seed_2026,2034,False,physionet_grabmyo,physionet_hyser,0,0.0
encoder_seed_2026,2034,False,physionet_hyser,emg2pose,1,0.0008058017727639
encoder_seed_2026,2034,False,physionet_hyser,emg2qwerty,0,0.0
encoder_seed_2026,2034,False,physionet_hyser,harmonic,0,0.0
encoder_seed_2026,2034,False,physionet_hyser,ninapro_db10_meganepro,0,0.0
encoder_seed_2026,2034,False,physionet_hyser,physionet_grabmyo,0,0.0
encoder_seed_2026,2034,False,physionet_hyser,physionet_hyser,1240,0.999194198227236
encoder_seed_2026,2035,False,emg2pose,emg2pose,1068,0.7807017543859649
encoder_seed_2026,2035,False,emg2pose,emg2qwerty,296,0.2163742690058479
encoder_seed_2026,2035,False,emg2pose,harmonic,0,0.0
