shuffled_label_control,n_encoder_runs,n_probe_seed_rows_per_run_mean,n_classes,n_train_mean,n_test_mean,uniform_reference_encoder_mean,uniform_reference_encoder_sd,uniform_reference_encoder_min,uniform_reference_encoder_max,majority_reference_encoder_mean,majority_reference_encoder_sd,majority_reference_encoder_min,majority_reference_encoder_max,accuracy_encoder_mean,accuracy_encoder_sd,accuracy_encoder_min,accuracy_encoder_max,balanced_accuracy_encoder_mean,balanced_accuracy_encoder_sd,balanced_accuracy_encoder_min,balanced_accuracy_encoder_max,macro_f1_encoder_mean,macro_f1_encoder_sd,macro_f1_encoder_min,macro_f1_encoder_max,optimal_relabel_accuracy_encoder_mean,optimal_relabel_accuracy_encoder_sd,optimal_relabel_accuracy_encoder_min,optimal_relabel_accuracy_encoder_max,mutual_info_encoder_mean,mutual_info_encoder_sd,mutual_info_encoder_min,mutual_info_encoder_max,normalized_mutual_info_encoder_mean,normalized_mutual_info_encoder_sd,normalized_mutual_info_encoder_min,normalized_mutual_info_encoder_max,mean_prediction_entropy_encoder_mean,mean_prediction_entropy_encoder_sd,mean_prediction_entropy_encoder_min,mean_prediction_entropy_encoder_max,normalized_prediction_entropy_encoder_mean,normalized_prediction_entropy_encoder_sd,normalized_prediction_entropy_encoder_min,normalized_prediction_entropy_encoder_max,ece_encoder_mean,ece_encoder_sd,ece_encoder_min,ece_encoder_max
False,5,10.0,6,22640.2,7359.8,0.16666666666666657,0.0,0.16666666666666657,0.16666666666666657,0.1880378986943674,0.0,0.1880378986943674,0.1880378986943674,0.9274835351967837,0.00041661241934005857,0.9269701914962667,0.9280501183134732,0.9226185389489568,0.0005560928086513888,0.9222263174124435,0.9235464557910691,0.9208597432815765,0.000503847037683511,0.9203556654307338,0.9216222058093031,0.9274835351967837,0.00041661241934005857,0.9269701914962667,0.9280501183134732,1.6117931045195721,0.00015580370418692073,1.6116449627367135,1.6120276341168283,0.9031095568965843,0.00016941597946082401,0.9029146782503326,0.9033310073471567,0.2825934681716527,0.0055825541990173495,0.2768242604079216,0.28895636893206833,0.15771841758057104,0.003115682821769861,0.15449856142085075,0.16126962011065,0.04520952759418128,0.001091219602980118,0.04388553965349297,0.046457143610415426
True,5,10.0,6,22640.2,7359.8,0.16666666666666657,0.0,0.16666666666666657,0.16666666666666657,0.1880378986943674,0.0,0.1880378986943674,0.1880378986943674,0.18943596571514848,0.013472855659304847,0.17814882537242266,0.20638228488885782,0.18829351169296854,0.012458303432552753,0.17793158460091804,0.20380895774988925,0.18446008209704273,0.011596051943323684,0.1745575705700203,0.19809644850974223,0.31820685154712935,0.004324534895858405,0.31384192044209747,0.3253795995009311,0.19687627154836917,0.006979825191636231,0.187250371196851,0.2043841821037808,0.11114594208342218,0.003980991999200969,0.105671268299055,0.11532066400983099,1.765568632777344,0.00014433662084931324,1.7654390878958819,1.7657483208227525,0.9853826158585923,8.055580189645114e-05,0.9853103154836329,0.9854829016661991,0.07102375628941822,0.009803356053033318,0.060383723562638957,0.0843069979254007
