run_label,seed,shuffled_label_control,dataset,true_support,predicted_support,recall
encoder_seed_2029,2029,False,emg2qwerty,902,975,0.8492239467849224
encoder_seed_2029,2029,False,harmonic,1075,1075,1.0
encoder_seed_2029,2029,False,ninapro_db10_meganepro,1272,1273,1.0
encoder_seed_2029,2029,False,physionet_grabmyo,1280,1280,1.0
encoder_seed_2029,2029,False,physionet_hyser,1253,1256,1.0
encoder_seed_2029,2030,False,emg2pose,1270,1036,0.7047244094488189
encoder_seed_2029,2030,False,emg2qwerty,1157,1378,0.8720829732065687
encoder_seed_2029,2030,False,harmonic,1295,1299,1.0
encoder_seed_2029,2030,False,ninapro_db10_meganepro,1230,1230,1.0
encoder_seed_2029,2030,False,physionet_grabmyo,1274,1274,1.0
encoder_seed_2029,2030,False,physionet_hyser,1202,1211,1.0
encoder_seed_2029,2031,False,emg2pose,1291,1094,0.7010069713400465
encoder_seed_2029,2031,False,emg2qwerty,915,1089,0.7890710382513662
encoder_seed_2029,2031,False,harmonic,1290,1293,1.0
encoder_seed_2029,2031,False,ninapro_db10_meganepro,1235,1235,1.0
encoder_seed_2029,2031,False,physionet_grabmyo,1272,1270,0.9984276729559748
encoder_seed_2029,2031,False,physionet_hyser,1233,1255,1.0
encoder_seed_2029,2032,False,emg2pose,1315,1516,0.8547528517110267
encoder_seed_2029,2032,False,emg2qwerty,1124,906,0.6432384341637011
encoder_seed_2029,2032,False,harmonic,1131,1135,1.0
encoder_seed_2029,2032,False,ninapro_db10_meganepro,1242,1242,1.0
encoder_seed_2029,2032,False,physionet_grabmyo,1230,1230,1.0
encoder_seed_2029,2032,False,physionet_hyser,1241,1254,1.0
encoder_seed_2029,2033,False,emg2pose,1324,1501,0.7651057401812689
encoder_seed_2029,2033,False,emg2qwerty,1124,929,0.5578291814946619
encoder_seed_2029,2033,False,harmonic,1450,1454,1.0
encoder_seed_2029,2033,False,ninapro_db10_meganepro,1253,1254,1.0
encoder_seed_2029,2033,False,physionet_grabmyo,1284,1284,1.0
encoder_seed_2029,2033,False,physionet_hyser,1279,1292,1.0
encoder_seed_2029,2034,False,emg2pose,1382,1287,0.8429811866859623
encoder_seed_2029,2034,False,emg2qwerty,827,916,0.8512696493349455
encoder_seed_2029,2034,False,harmonic,1268,1272,1.0
encoder_seed_2029,2034,False,ninapro_db10_meganepro,1251,1251,1.0
encoder_seed_2029,2034,False,physionet_grabmyo,1266,1265,0.999210110584518
encoder_seed_2029,2034,False,physionet_hyser,1241,1244,1.0
encoder_seed_2029,2035,False,emg2pose,1368,1262,0.7902046783625731
encoder_seed_2029,2035,False,emg2qwerty,872,968,0.7844036697247706
encoder_seed_2029,2035,False,harmonic,1466,1467,1.0
encoder_seed_2029,2035,False,ninapro_db10_meganepro,1244,1241,0.997588424437299
encoder_seed_2029,2035,False,physionet_grabmyo,1298,1305,0.9992295839753468
encoder_seed_2029,2035,False,physionet_hyser,1291,1296,1.0
encoder_seed_2029,2026,True,emg2pose,1343,1174,0.161578555472822
encoder_seed_2029,2026,True,emg2qwerty,944,921,0.1769067796610169
encoder_seed_2029,2026,True,harmonic,969,922,0.1279669762641898
encoder_seed_2029,2026,True,ninapro_db10_meganepro,1255,1702,0.2055776892430278
encoder_seed_2029,2026,True,physionet_grabmyo,1255,1397,0.1737051792828685
encoder_seed_2029,2026,True,physionet_hyser,1255,905,0.0780876494023904
encoder_seed_2029,2027,True,emg2pose,1358,968,0.1237113402061855
encoder_seed_2029,2027,True,emg2qwerty,902,1314,0.1707317073170731
encoder_seed_2029,2027,True,harmonic,1486,1933,0.6446837146702558
encoder_seed_2029,2027,True,ninapro_db10_meganepro,1252,1011,0.0439297124600639
encoder_seed_2029,2027,True,physionet_grabmyo,1259,1016,0.0992851469420174
encoder_seed_2029,2027,True,physionet_hyser,1254,1269,0.2559808612440191
encoder_seed_2029,2028,True,emg2pose,1353,924,0.2113821138211382
encoder_seed_2029,2028,True,emg2qwerty,901,1282,0.1453940066592675
encoder_seed_2029,2028,True,harmonic,1486,1268,0.0
encoder_seed_2029,2028,True,ninapro_db10_meganepro,1265,1167,0.1549407114624506
encoder_seed_2029,2028,True,physionet_grabmyo,1291,895,0.0952749806351665
encoder_seed_2029,2028,True,physionet_hyser,1224,1984,0.059640522875817
encoder_seed_2029,2029,True,emg2pose,1329,1317,0.1933784800601956
encoder_seed_2029,2029,True,emg2qwerty,902,1895,0.1053215077605321
encoder_seed_2029,2029,True,harmonic,1075,934,0.0
encoder_seed_2029,2029,True,ninapro_db10_meganepro,1272,987,0.1344339622641509
encoder_seed_2029,2029,True,physionet_grabmyo,1280,827,0.1484375
encoder_seed_2029,2029,True,physionet_hyser,1253,1151,0.2075019952114924
encoder_seed_2029,2030,True,emg2pose,1270,1291,0.1779527559055118
encoder_seed_2029,2030,True,emg2qwerty,1157,903,0.1400172860847018
encoder_seed_2029,2030,True,harmonic,1295,1159,0.2223938223938223
encoder_seed_2029,2030,True,ninapro_db10_meganepro,1230,930,0.0772357723577235
encoder_seed_2029,2030,True,physionet_grabmyo,1274,1169,0.3131868131868132
encoder_seed_2029,2030,True,physionet_hyser,1202,1976,0.1755407653910149
encoder_seed_2029,2031,True,emg2pose,1291,918,0.1409759876065066
encoder_seed_2029,2031,True,emg2qwerty,915,839,0.1530054644808743
encoder_seed_2029,2031,True,harmonic,1290,1334,0.0193798449612403
encoder_seed_2029,2031,True,ninapro_db10_meganepro,1235,1162,0.2574898785425101
encoder_seed_2029,2031,True,physionet_grabmyo,1272,959,0.1556603773584905
encoder_seed_2029,2031,True,physionet_hyser,1233,2024,0.1500405515004055
encoder_seed_2029,2032,True,emg2pose,1315,1179,0.1733840304182509
encoder_seed_2029,2032,True,emg2qwerty,1124,1228,0.195729537366548
encoder_seed_2029,2032,True,harmonic,1131,1746,0.8505747126436781
encoder_seed_2029,2032,True,ninapro_db10_meganepro,1242,1032,0.1916264090177133
encoder_seed_2029,2032,True,physionet_grabmyo,1230,986,0.1967479674796748
encoder_seed_2029,2032,True,physionet_hyser,1241,1112,0.153102336825141
encoder_seed_2029,2033,True,emg2pose,1324,1148,0.1601208459214501
encoder_seed_2029,2033,True,emg2qwerty,1124,1773,0.1503558718861209
encoder_seed_2029,2033,True,harmonic,1450,1180,0.0068965517241379
encoder_seed_2029,2033,True,ninapro_db10_meganepro,1253,1141,0.1524341580207502
encoder_seed_2029,2033,True,physionet_grabmyo,1284,1326,0.1666666666666666
encoder_seed_2029,2033,True,physionet_hyser,1279,1146,0.3033620015637217
encoder_seed_2029,2034,True,emg2pose,1382,1682,0.162807525325615
encoder_seed_2029,2034,True,emg2qwerty,827,1046,0.2636033857315598
encoder_seed_2029,2034,True,harmonic,1268,1395,0.2279179810725552
encoder_seed_2029,2034,True,ninapro_db10_meganepro,1251,949,0.1047162270183852
encoder_seed_2029,2034,True,physionet_grabmyo,1266,1063,0.2140600315955766
encoder_seed_2029,2034,True,physionet_hyser,1241,1100,0.136986301369863
encoder_seed_2029,2035,True,emg2pose,1368,951,0.1885964912280701
encoder_seed_2029,2035,True,emg2qwerty,872,1871,0.1364678899082568
encoder_seed_2029,2035,True,harmonic,1466,1062,0.1186903137789904
encoder_seed_2029,2035,True,ninapro_db10_meganepro,1244,1157,0.157556270096463
encoder_seed_2029,2035,True,physionet_grabmyo,1298,1061,0.3536209553158705
encoder_seed_2029,2035,True,physionet_hyser,1291,1437,0.209140201394268
encoder_seed_2030,2026,False,emg2pose,1343,1162,0.731198808637379
encoder_seed_2030,2026,False,emg2qwerty,944,1103,0.8072033898305084
encoder_seed_2030,2026,False,harmonic,969,971,1.0
encoder_seed_2030,2026,False,ninapro_db10_meganepro,1255,1254,0.998406374501992
encoder_seed_2030,2026,False,physionet_grabmyo,1255,1255,1.0
encoder_seed_2030,2026,False,physionet_hyser,1255,1276,1.0
encoder_seed_2030,2027,False,emg2pose,1358,1322,0.780559646539028
encoder_seed_2030,2027,False,emg2qwerty,902,936,0.7084257206208425
encoder_seed_2030,2027,False,harmonic,1486,1487,1.0
encoder_seed_2030,2027,False,ninapro_db10_meganepro,1252,1252,1.0
encoder_seed_2030,2027,False,physionet_grabmyo,1259,1259,1.0
encoder_seed_2030,2027,False,physionet_hyser,1254,1255,1.0
encoder_seed_2030,2028,False,emg2pose,1353,1219,0.7819660014781966
encoder_seed_2030,2028,False,emg2qwerty,901,1030,0.8190899001109878
encoder_seed_2030,2028,False,harmonic,1486,1487,1.0
encoder_seed_2030,2028,False,ninapro_db10_meganepro,1265,1265,1.0
encoder_seed_2030,2028,False,physionet_grabmyo,1291,1291,0.9992254066615028
encoder_seed_2030,2028,False,physionet_hyser,1224,1228,1.0
encoder_seed_2030,2029,False,emg2pose,1329,1272,0.8434913468773514
encoder_seed_2030,2029,False,emg2qwerty,902,957,0.8325942350332595
encoder_seed_2030,2029,False,harmonic,1075,1076,1.0
encoder_seed_2030,2029,False,ninapro_db10_meganepro,1272,1272,1.0
encoder_seed_2030,2029,False,physionet_grabmyo,1280,1280,1.0
encoder_seed_2030,2029,False,physionet_hyser,1253,1254,1.0
encoder_seed_2030,2030,False,emg2pose,1270,1079,0.7259842519685039
encoder_seed_2030,2030,False,emg2qwerty,1157,1339,0.8591184096802075
encoder_seed_2030,2030,False,harmonic,1295,1296,1.0
encoder_seed_2030,2030,False,ninapro_db10_meganepro,1230,1231,1.0
encoder_seed_2030,2030,False,physionet_grabmyo,1274,1274,1.0
encoder_seed_2030,2030,False,physionet_hyser,1202,1209,1.0
encoder_seed_2030,2031,False,emg2pose,1291,1155,0.713400464756003
encoder_seed_2030,2031,False,emg2qwerty,915,1024,0.7398907103825136
encoder_seed_2030,2031,False,harmonic,1290,1290,1.0
encoder_seed_2030,2031,False,ninapro_db10_meganepro,1235,1237,1.0
encoder_seed_2030,2031,False,physionet_grabmyo,1272,1273,1.0
encoder_seed_2030,2031,False,physionet_hyser,1233,1257,1.0
encoder_seed_2030,2032,False,emg2pose,1315,1471,0.847148288973384
encoder_seed_2030,2032,False,emg2qwerty,1124,950,0.6743772241992882
encoder_seed_2030,2032,False,harmonic,1131,1135,1.0
encoder_seed_2030,2032,False,ninapro_db10_meganepro,1242,1242,1.0
encoder_seed_2030,2032,False,physionet_grabmyo,1230,1230,1.0
encoder_seed_2030,2032,False,physionet_hyser,1241,1255,1.0
encoder_seed_2030,2033,False,emg2pose,1324,1466,0.7507552870090635
encoder_seed_2030,2033,False,emg2qwerty,1124,965,0.5720640569395018
encoder_seed_2030,2033,False,harmonic,1450,1452,1.0
encoder_seed_2030,2033,False,ninapro_db10_meganepro,1253,1254,1.0
encoder_seed_2030,2033,False,physionet_grabmyo,1284,1285,1.0
encoder_seed_2030,2033,False,physionet_hyser,1279,1292,1.0
encoder_seed_2030,2034,False,emg2pose,1382,1347,0.8422575976845152
encoder_seed_2030,2034,False,emg2qwerty,827,856,0.7762998790810157
encoder_seed_2030,2034,False,harmonic,1268,1268,1.0
encoder_seed_2030,2034,False,ninapro_db10_meganepro,1251,1251,1.0
encoder_seed_2030,2034,False,physionet_grabmyo,1266,1266,1.0
encoder_seed_2030,2034,False,physionet_hyser,1241,1247,1.0
encoder_seed_2030,2035,False,emg2pose,1368,1235,0.7624269005847953
encoder_seed_2030,2035,False,emg2qwerty,872,993,0.7763761467889908
encoder_seed_2030,2035,False,harmonic,1466,1469,1.0
encoder_seed_2030,2035,False,ninapro_db10_meganepro,1244,1242,0.9983922829581994
encoder_seed_2030,2035,False,physionet_grabmyo,1298,1300,0.9992295839753468
encoder_seed_2030,2035,False,physionet_hyser,1291,1300,1.0
encoder_seed_2030,2026,True,emg2pose,1343,1219,0.1518987341772152
encoder_seed_2030,2026,True,emg2qwerty,944,758,0.1514830508474576
encoder_seed_2030,2026,True,harmonic,969,1058,0.1331269349845201
encoder_seed_2030,2026,True,ninapro_db10_meganepro,1255,1750,0.2039840637450199
encoder_seed_2030,2026,True,physionet_grabmyo,1255,1304,0.2717131474103585
encoder_seed_2030,2026,True,physionet_hyser,1255,932,0.095617529880478
encoder_seed_2030,2027,True,emg2pose,1358,1013,0.1597938144329896
encoder_seed_2030,2027,True,emg2qwerty,902,1145,0.1485587583148558
encoder_seed_2030,2027,True,harmonic,1486,2210,0.7294751009421265
encoder_seed_2030,2027,True,ninapro_db10_meganepro,1252,808,0.0950479233226837
encoder_seed_2030,2027,True,physionet_grabmyo,1259,1094,0.1151707704527402
encoder_seed_2030,2027,True,physionet_hyser,1254,1241,0.2647527910685805
encoder_seed_2030,2028,True,emg2pose,1353,910,0.1729490022172949
encoder_seed_2030,2028,True,emg2qwerty,901,876,0.1620421753607103
encoder_seed_2030,2028,True,harmonic,1486,1513,0.2584118438761776
encoder_seed_2030,2028,True,ninapro_db10_meganepro,1265,1068,0.1312252964426877
encoder_seed_2030,2028,True,physionet_grabmyo,1291,2013,0.1920991479473276
encoder_seed_2030,2028,True,physionet_hyser,1224,1140,0.0776143790849673
encoder_seed_2030,2029,True,emg2pose,1329,1107,0.1948833709556057
encoder_seed_2030,2029,True,emg2qwerty,902,926,0.1175166297117516
encoder_seed_2030,2029,True,harmonic,1075,1183,0.2455813953488372
encoder_seed_2030,2029,True,ninapro_db10_meganepro,1272,926,0.1556603773584905
encoder_seed_2030,2029,True,physionet_grabmyo,1280,1694,0.16328125
encoder_seed_2030,2029,True,physionet_hyser,1253,1275,0.2889066241021548
encoder_seed_2030,2030,True,emg2pose,1270,1127,0.1622047244094488
encoder_seed_2030,2030,True,emg2qwerty,1157,1065,0.1132238547968885
encoder_seed_2030,2030,True,harmonic,1295,1120,0.2223938223938223
encoder_seed_2030,2030,True,ninapro_db10_meganepro,1230,1150,0.0634146341463414
encoder_seed_2030,2030,True,physionet_grabmyo,1274,1351,0.3540031397174254
encoder_seed_2030,2030,True,physionet_hyser,1202,1615,0.1189683860232945
encoder_seed_2030,2031,True,emg2pose,1291,800,0.1649883810999225
encoder_seed_2030,2031,True,emg2qwerty,915,1061,0.1715846994535519
encoder_seed_2030,2031,True,harmonic,1290,844,0.0062015503875968
encoder_seed_2030,2031,True,ninapro_db10_meganepro,1235,1181,0.3554655870445344
encoder_seed_2030,2031,True,physionet_grabmyo,1272,1983,0.1800314465408805
encoder_seed_2030,2031,True,physionet_hyser,1233,1367,0.1930251419302514
encoder_seed_2030,2032,True,emg2pose,1315,958,0.185551330798479
encoder_seed_2030,2032,True,emg2qwerty,1124,1352,0.1628113879003558
encoder_seed_2030,2032,True,harmonic,1131,1804,0.8452696728558797
encoder_seed_2030,2032,True,ninapro_db10_meganepro,1242,1156,0.1296296296296296
encoder_seed_2030,2032,True,physionet_grabmyo,1230,1022,0.216260162601626
encoder_seed_2030,2032,True,physionet_hyser,1241,991,0.1555197421434327
encoder_seed_2030,2033,True,emg2pose,1324,1336,0.1638972809667673
encoder_seed_2030,2033,True,emg2qwerty,1124,1997,0.1574733096085409
encoder_seed_2030,2033,True,harmonic,1450,1126,0.0
encoder_seed_2030,2033,True,ninapro_db10_meganepro,1253,924,0.0893854748603352
encoder_seed_2030,2033,True,physionet_grabmyo,1284,1320,0.1495327102803738
encoder_seed_2030,2033,True,physionet_hyser,1279,1011,0.3369820172009382
encoder_seed_2030,2034,True,emg2pose,1382,1598,0.1845151953690303
encoder_seed_2030,2034,True,emg2qwerty,827,1083,0.2998790810157195
encoder_seed_2030,2034,True,harmonic,1268,1206,0.2279179810725552
encoder_seed_2030,2034,True,ninapro_db10_meganepro,1251,960,0.023181454836131
encoder_seed_2030,2034,True,physionet_grabmyo,1266,1205,0.2527646129541864
encoder_seed_2030,2034,True,physionet_hyser,1241,1183,0.1015310233682514
encoder_seed_2030,2035,True,emg2pose,1368,870,0.1644736842105263
encoder_seed_2030,2035,True,emg2qwerty,872,1930,0.1009174311926605
encoder_seed_2030,2035,True,harmonic,1466,1231,0.3369713506139154
encoder_seed_2030,2035,True,ninapro_db10_meganepro,1244,1338,0.3512861736334405
encoder_seed_2030,2035,True,physionet_grabmyo,1298,1222,0.3551617873651772
encoder_seed_2030,2035,True,physionet_hyser,1291,948,0.209140201394268
