comparison,protocol,metric,endpoint,calibration_per_class,n_dataset_subjects,equal_dataset_mean_delta_aulc,subject_cluster_bootstrap_ci_low,subject_cluster_bootstrap_ci_high,one_sided_sign_flip_p,overall_subject_win_rate,passes_positive_claim_gate,physionet_grabmyo_delta_aulc,physionet_hyser_delta_aulc,physionet_grabmyo_win_rate,physionet_hyser_win_rate
raw_stats_plus_pretrained_plus_signal_minus_raw_stats_plus_signal,heldout_subject_fewshot,balanced_acc,normalized_log_aulc,"1,2,5,10",63,0.006049493733189092,0.0032594479002733853,0.00883856993658035,0.16241879060469766,0.6825396825396826,False,0.0539779350739777,-0.04187894760759951,1.0,0.0
