comparison,protocol,metric,endpoint,calibration_per_class,n_dataset_subjects,equal_dataset_mean_delta_aulc,subject_cluster_bootstrap_ci_low,subject_cluster_bootstrap_ci_high,one_sided_sign_flip_p,overall_subject_win_rate,passes_positive_claim_gate,physionet_grabmyo_delta_aulc,physionet_hyser_delta_aulc,physionet_grabmyo_win_rate,physionet_hyser_win_rate
raw_stats_plus_signal_minus_raw_stats,heldout_subject_fewshot,balanced_acc,normalized_log_aulc,"1,2,5,10",63,0.08365148945015675,0.07549709632317378,0.0919429830296857,0.0004997501249375312,1.0,True,0.09445890760685768,0.07284407129345583,1.0,1.0
