source,feature_set,shuffled_label_control,n_seeds,n_classes,uniform_reference_mean,majority_reference_mean,n_train_mean,n_test_mean,accuracy_mean,accuracy_sd,accuracy_min,accuracy_max,balanced_accuracy_mean,balanced_accuracy_sd,balanced_accuracy_min,balanced_accuracy_max,macro_f1_mean,macro_f1_sd,macro_f1_min,macro_f1_max,permutation_corrected_accuracy_mean,permutation_corrected_accuracy_sd,permutation_corrected_accuracy_min,permutation_corrected_accuracy_max,normalized_prediction_entropy_mean,normalized_prediction_entropy_sd,normalized_prediction_entropy_min,normalized_prediction_entropy_max,ece_mean,ece_sd,ece_min,ece_max,mutual_information_mean,mutual_information_sd,mutual_information_min,mutual_information_max,normalized_mutual_information_mean,normalized_mutual_information_sd,normalized_mutual_information_min,normalized_mutual_information_max,domain_set
three_domain_calibration_bank,pretrained_embedding,False,10,3,0.33333333333333337,0.3364304525615839,16010.7,6903.3,0.9958561683106929,0.00454048701086672,0.9860411570010074,0.9994224660698816,0.9958619021201294,0.004548507725889499,0.9860096447429144,0.999424907804796,0.9958683672480143,0.0045257186706777145,0.9860878526937112,0.9994242149179776,0.9958561683106929,0.00454048701086672,0.9860411570010074,0.9994224660698816,0.005057695666584471,0.001251902507944221,0.0026438601841986,0.0072435694100244,0.0029846394376130104,0.004148442512727435,0.000540691450514,0.0121262333279271,1.0756100526043955,0.019533963984570853,1.0361696964456542,1.0937386314453084,0.9791390468939192,0.017702663039055457,0.9434706374425758,0.9955837782942584,GRABMyo/Hyser/NinaPro
three_domain_calibration_bank,pretrained_embedding,True,10,3,0.33333333333333337,0.3364304525615839,16010.7,6903.3,0.3258991643760031,0.0360551258917307,0.2784608708230869,0.3875924046963328,0.32582197021474696,0.03616365414094091,0.2784620604994243,0.3878413700711591,0.32587818773673627,0.03619905748537677,0.2778446589623601,0.3873736606877816,0.3775483761903117,0.014465986517276225,0.3573387213162072,0.4062316284538507,0.9837520196191699,0.0015586120216985765,0.980753660315062,0.9867554314448,0.07593401496655094,0.03423723313620842,0.032092668344027,0.1218944068412469,0.010013883661576508,0.00578920018174947,0.0014387641791258703,0.018821085530895156,0.009124407321064926,0.005276586885318543,0.0013101726674357465,0.01715782164796858,GRABMyo/Hyser/NinaPro
two_domain_confirmatory_features,pretrained_embedding,False,10,2,0.5,0.5017569142480958,41922.1,18077.9,0.9991161920663171,0.0004726952601370278,0.9983443708609272,0.9996634129922584,0.9991155116828843,0.0004737691710828993,0.9983376197443748,0.9996622459119904,0.9991161730217352,0.0004727018315106427,0.998344295804822,0.999663403230128,0.9991161920663171,0.0004726952601370278,0.9983443708609272,0.9996634129922584,0.00460553705254338,0.0011996159853758744,0.002438233958378,0.0063139327487796,0.0005242507943434701,0.0001428651833717387,0.0003192814786035,0.0007379039410966,0.6863535229143247,0.0030906865398043033,0.6813643474030708,0.6901861849258577,0.9902170601043648,0.0044638614812809955,0.9830341558520302,0.995749054461685,GRABMyo/Hyser
two_domain_confirmatory_features,pretrained_embedding,True,10,2,0.5,0.5017569142480958,41922.1,18077.9,0.5018618394046225,0.014587899442420813,0.4778140023208266,0.5230523767605634,0.5018430709548686,0.014595396855855283,0.4778110701279354,0.523055877016273,0.5017861753243397,0.014601094362716505,0.4777943563114994,0.5229334317720716,0.5117586453588938,0.007939131943896302,0.5,0.5230523767605634,0.9934746916382023,0.0005406313717507523,0.992886743858689,0.9944766966630358,0.03592622553478442,0.013779763141047908,0.0163947162689424,0.0568725140325987,0.00039050080536863073,0.0003883425787704521,1.1783585314571624e-08,0.0010646029128817923,0.0005634694364009324,0.000560367583734108,1.700570618944371e-08,0.0015364578592546169,GRABMyo/Hyser
